Subject,CourseTitle,CourseDescription,Component,Section,ClassNbr,Instructor,RequisitesAndConstraints,CreditUnits,Status,Waitlist,Campus,DeliveryType,Days/Times/Location,id,name,Times
Elect & Computer Engineering,ECE 4460B - REAL-TIME & EMBEDDED SYSTEMS,"Course Description: Review of embedded processors, memory systems, basic peripherals; real-time kernel configurations, task control blocks, interrupt service routines, real-time clocks/timers, multi-tasking, schedulability analysis, inter-task communication, signals, message queues, cooperative/pre-emptive multi-tasking, priority scheduling, priority inversion problems, timing considerations, deadline handing, input-output handling; practical issues in computer control; design, development, and testing techniques. Extra Information: 3 lecture hours, 1.5 laboratory hours.",LEC,001,3814,M. Delrobaei,"RESTRICTED TO YR 3 & 4 COMPUTER, ELECTRICAL, MECHATRONICS OR SOFTWARE ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): (Computer Science 1027A/B or Computer Science 1037A/B or SE 2205A/B) and ECE 3375A/B.",0.50,Full,0,Main,In Person,"M         3:30 PM - 5:30 PM FNB-3210
      Th   2:30 PM - 3:30 PM FNB-1250",ECE 4460B,REAL-TIME & EMBEDDED SYSTEMS,"[{'day': 'Monday', 'start': '3:30 PM', 'end': '5:30 PM'}, {'day': 'Thursday', 'start': '2:30 PM', 'end': '3:30 PM'}]"
Elect & Computer Engineering,ECE 4464A - ELECTRIC POWER SYSTEMS II,"Course Description: Power flow studies; symmetrical faults; symmetrical components; unsymmetrical faults; power system stability; Introduction to High Voltage DC (HVDC) Transmission and Flexible AC Transmission Systems (FACTS). Extra Information: 3 Lecture hours/week, 1 Tutorial hour/ week; 1 lab hour/week.",LEC,001,3907,R. Varma,"RESTRICTED TO YR 4 ELECTRICAL ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): ECE 3333A/B",0.50,Not Full,0,Main,In Person,"  Tu       12:30 PM - 2:30 PM HSB-11
      Th   8:30 AM - 9:30 AM SEB-1056",ECE 4464A,ELECTRIC POWER SYSTEMS II,"[{'day': 'Tuesday', 'start': '12:30 PM', 'end': '2:30 PM'}, {'day': 'Thursday', 'start': '8:30 AM', 'end': '9:30 AM'}]"
Elect & Computer Engineering,ECE 4464A - ELECTRIC POWER SYSTEMS II,"Course Description: Power flow studies; symmetrical faults; symmetrical components; unsymmetrical faults; power system stability; Introduction to High Voltage DC (HVDC) Transmission and Flexible AC Transmission Systems (FACTS). Extra Information: 3 Lecture hours/week, 1 Tutorial hour/ week; 1 lab hour/week.",LEC,001,3907,R. Varma,"RESTRICTED TO YR 4 ELECTRICAL ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): ECE 3333A/B",0.50,Not Full,0,Main,In Person,"  Tu       12:30 PM - 2:30 PM HSB-11
      Th   8:30 AM - 9:30 AM SEB-1056",ECE 4464A,ELECTRIC POWER SYSTEMS II,"[{'day': 'Tuesday', 'start': '12:30 PM', 'end': '2:30 PM'}, {'day': 'Thursday', 'start': '8:30 AM', 'end': '9:30 AM'}]"
Elect & Computer Engineering,ECE 4469B - APPLIED CONTROL SYSTEMS,"Course Description: The course covers analytical methods for analyzing and developing control strategies for industrial processes. These include identification and empirical modeling, tuning of PID controller, digital control systems, z-transformation. PLCs are discussed. Computer based simulation modules using Matlab^® and Simulink^® reused. Examples from different engineering disciplines are studied. Extra Information: 3 lecture hours, 1.5 laboratory hour.",LEC,001,3703,L. Brown,"RESTRICTED TO YR 4 ELECTRICAL, MECHATRONICS OR COMPUTER ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): ECE 3331A/B, ECE 3330A/B as well as successful completion of the third year of the Engineering program",0.50,Not Full,0,Main,In Person,"  Tu       3:30 PM - 4:30 PM SEB-3109
    W     8:30 AM - 9:30 AM SEB-3109
      Th   1:30 PM - 2:30 PM ACEB-1410",ECE 4469B,APPLIED CONTROL SYSTEMS,"[{'day': 'Tuesday', 'start': '3:30 PM', 'end': '4:30 PM'}, {'day': 'Wednesday', 'start': '8:30 AM', 'end': '9:30 AM'}, {'day': 'Thursday', 'start': '1:30 PM', 'end': '2:30 PM'}]"
Elect & Computer Engineering,ECE 4469B - APPLIED CONTROL SYSTEMS,"Course Description: The course covers analytical methods for analyzing and developing control strategies for industrial processes. These include identification and empirical modeling, tuning of PID controller, digital control systems, z-transformation. PLCs are discussed. Computer based simulation modules using Matlab^® and Simulink^® reused. Examples from different engineering disciplines are studied. Extra Information: 3 lecture hours, 1.5 laboratory hour.",LEC,001,3703,L. Brown,"RESTRICTED TO YR 4 ELECTRICAL, MECHATRONICS OR COMPUTER ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): ECE 3331A/B, ECE 3330A/B as well as successful completion of the third year of the Engineering program",0.50,Not Full,0,Main,In Person,"  Tu       3:30 PM - 4:30 PM SEB-3109
    W     8:30 AM - 9:30 AM SEB-3109
      Th   1:30 PM - 2:30 PM ACEB-1410",ECE 4469B,APPLIED CONTROL SYSTEMS,"[{'day': 'Tuesday', 'start': '3:30 PM', 'end': '4:30 PM'}, {'day': 'Wednesday', 'start': '8:30 AM', 'end': '9:30 AM'}, {'day': 'Thursday', 'start': '1:30 PM', 'end': '2:30 PM'}]"
Elect & Computer Engineering,ECE 4469B - APPLIED CONTROL SYSTEMS,"Course Description: The course covers analytical methods for analyzing and developing control strategies for industrial processes. These include identification and empirical modeling, tuning of PID controller, digital control systems, z-transformation. PLCs are discussed. Computer based simulation modules using Matlab^® and Simulink^® reused. Examples from different engineering disciplines are studied. Extra Information: 3 lecture hours, 1.5 laboratory hour.",LEC,001,3703,L. Brown,"RESTRICTED TO YR 4 ELECTRICAL, MECHATRONICS OR COMPUTER ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): ECE 3331A/B, ECE 3330A/B as well as successful completion of the third year of the Engineering program",0.50,Not Full,0,Main,In Person,"  Tu       3:30 PM - 4:30 PM SEB-3109
    W     8:30 AM - 9:30 AM SEB-3109
      Th   1:30 PM - 2:30 PM ACEB-1410",ECE 4469B,APPLIED CONTROL SYSTEMS,"[{'day': 'Tuesday', 'start': '3:30 PM', 'end': '4:30 PM'}, {'day': 'Wednesday', 'start': '8:30 AM', 'end': '9:30 AM'}, {'day': 'Thursday', 'start': '1:30 PM', 'end': '2:30 PM'}]"
Engineering Leadership & Innov,ELI 3000A - MANAGING INNOVATION PROCESS,"Course Description: This course targets the essential aspects of building technology-based businesses and how to identify technology innovation capability for use within existing businesses or new start-ups. Students analyze the firm's goals, strengths, weaknesses and opportunities leading to reasonable marketing strategies and action plans. Students learn to make decisions in the face of uncertainty. Antirequisite(s): The former Engineering Science 3331A/B. Extra Information: 3 lecture hours.",LEC,001,12406,J. Reeves,"RESTRICTED TO ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): Completion of year 2 Engineering or enrollment in year 2 Software Engineering.",0.50,Not Full,0,Main,In Person,      Th   7:00 PM - 10:00 PM ACEB-1420,ELI 3000A,MANAGING INNOVATION PROCESS,"[{'day': 'Thursday', 'start': '7:00 PM', 'end': '10:00 PM'}]"
Engineering Leadership & Innov,ELI 3200B - NEW VENTURE CREATION,"Course Description: This course highlights new venture creation and technology innovation. The entrepreneurial process is introduced as a path to market that includes searching for and screening new ideas, planning development, and starting up new ventures. The course delivery, through the Ivey Business School case method, fosters learning within an active class environment. Antirequisite(s): Business Administration 4558A/B or the former Engineering Science 3330A/B. Extra Information: 3 lecture hours.",LEC,001,12405,,"RESTRICTED TO ENGINEERING STUDENTS.
REQUISITES: Prerequisite(s): Completion of year 2 Engineering or enrollment in year 2 Software Engineering.",0.50,Not Full,0,Main,In Person,M         7:00 PM - 10:00 PM ACEB-1415,ELI 3200B,NEW VENTURE CREATION,"[{'day': 'Monday', 'start': '7:00 PM', 'end': '10:00 PM'}]"
Engineering Leadership & Innov,ELI 4100A - ENGINEERING LEADERSHIP,"Course Description: This course develops leadership success skills, providing insight into individual attributes, character and behaviour and how they impact leadership style and approaches. Other critical topics include: vision and leading change, leading through crises, coaching, managing performance, and developing organizational culture. Antirequisite(s): The former Engineering Science 4480A/B. Extra Information: 3 lecture hours.",LEC,001,12407,D. Uffen,REQUISITES: Prerequisite(s): Completion of year 2 Engineering or enrollment in year 2 Software Engineering.,0.50,Not Full,0,Main,In Person,    W     7:00 PM - 10:00 PM ACEB-1415,ELI 4100A,ENGINEERING LEADERSHIP,"[{'day': 'Wednesday', 'start': '7:00 PM', 'end': '10:00 PM'}]"
Engineering Leadership & Innov,ELI 4110F - ENG ETHICS SUST DEVEL & LAW,"Course Description: This course will cover professionalism, ethical theory, the code of ethics and enforcement; the environment; and contracts and risk. Antirequisite(s): The former Engineering Science 4498F/G. Extra Information: 3 lecture hours.",LEC,001,12409,L. Lockington-Wong,"RESTRICTED TO STUDENTS IN YR 4 ENGINEERING OR YR 3 BIOCHEMICAL ENGINEERING AND MEDICINE OR YR 3 MECHANICAL ENGINEERING AND MEDICINE OR YR 3 ELECTRICAL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED.
REQUISITES: Prerequisite(s): Completion of third year of any Engineering program or registration in Year 3 Integrated Engineering.",0.50,Not Full,0,Main,In Person,        F 9:30 AM - 12:30 PM ACEB-1420,ELI 4110F,ENG ETHICS SUST DEVEL & LAW,"[{'day': 'Friday', 'start': '9:30 AM', 'end': '12:30 PM'}]"
Engineering Leadership & Innov,ELI 4110F - ENG ETHICS SUST DEVEL & LAW,"Course Description: This course will cover professionalism, ethical theory, the code of ethics and enforcement; the environment; and contracts and risk. Antirequisite(s): The former Engineering Science 4498F/G. Extra Information: 3 lecture hours.",LEC,002,12410,L. Lockington-Wong,"RESTRICTED TO STUDENTS IN YR 4 ENGINEERING OR YR 3 BIOCHEMICAL ENGINEERING AND MEDICINE OR YR 3 MECHANICAL ENGINEERING AND MEDICINE OR YR 3 ELECTRICAL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED.
REQUISITES: Prerequisite(s): Completion of third year of any Engineering program or registration in Year 3 Integrated Engineering.",0.50,Not Full,0,Main,In Person,        F 9:30 AM - 12:30 PM ACEB-1420,ELI 4110F,ENG ETHICS SUST DEVEL & LAW,"[{'day': 'Friday', 'start': '9:30 AM', 'end': '12:30 PM'}]"
Engineering Leadership & Innov,ELI 4110F - ENG ETHICS SUST DEVEL & LAW,"Course Description: This course will cover professionalism, ethical theory, the code of ethics and enforcement; the environment; and contracts and risk. Antirequisite(s): The former Engineering Science 4498F/G. Extra Information: 3 lecture hours.",LEC,003,12411,"S. Asantey
L. Lockington-Wong","RESTRICTED TO STUDENTS IN YR 4 ENGINEERING OR YR 3 BIOCHEMICAL ENGINEERING AND MEDICINE OR YR 3 MECHANICAL ENGINEERING AND MEDICINE OR YR 3 ELECTRICAL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED.
REQUISITES: Prerequisite(s): Completion of third year of any Engineering program or registration in Year 3 Integrated Engineering.",0.50,Not Full,0,Main,In Person,        F 9:30 AM - 12:30 PM ACEB-1420,ELI 4110F,ENG ETHICS SUST DEVEL & LAW,"[{'day': 'Friday', 'start': '9:30 AM', 'end': '12:30 PM'}]"
Engineering Leadership & Innov,ELI 4110F - ENG ETHICS SUST DEVEL & LAW,"Course Description: This course will cover professionalism, ethical theory, the code of ethics and enforcement; the environment; and contracts and risk. Antirequisite(s): The former Engineering Science 4498F/G. Extra Information: 3 lecture hours.",LEC,004,12412,L. Lockington-Wong,"RESTRICTED TO STUDENTS IN YR 4 ENGINEERING OR YR 3 BIOCHEMICAL ENGINEERING AND MEDICINE OR YR 3 MECHANICAL ENGINEERING AND MEDICINE OR YR 3 ELECTRICAL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED.
REQUISITES: Prerequisite(s): Completion of third year of any Engineering program or registration in Year 3 Integrated Engineering.",0.50,Not Full,0,Main,In Person,        F 9:30 AM - 12:30 PM ACEB-1420,ELI 4110F,ENG ETHICS SUST DEVEL & LAW,"[{'day': 'Friday', 'start': '9:30 AM', 'end': '12:30 PM'}]"
Engineering Leadership & Innov,ELI 4110G - ENG ETHICS SUST DEVEL & LAW,"Course Description: This course will cover professionalism, ethical theory, the code of ethics and enforcement; the environment; and contracts and risk. Antirequisite(s): The former Engineering Science 4498F/G. Extra Information: 3 lecture hours.",LEC,001,12413,"S. Asantey
L. Lockington-Wong","RESTRICTED TO STUDENTS IN YR 4 ENGINEERING OR YR 3 BIOCHEMICAL ENGINEERING AND MEDICINE OR YR 3 MECHANICAL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED ENGINEERING AND MEDICINE OR YR 3 ELECTRICAL ENGINEERING AND MEDICINE OR YR 3 CIVIL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED.
REQUISITES: Prerequisite(s): Completion of third year of any Engineering program or registration in Year 3 Integrated Engineering.",0.50,Not Full,0,Main,In Person,M         7:00 PM - 10:00 PM ACEB-1420,ELI 4110G,ENG ETHICS SUST DEVEL & LAW,"[{'day': 'Monday', 'start': '7:00 PM', 'end': '10:00 PM'}]"
Engineering Leadership & Innov,ELI 4110G - ENG ETHICS SUST DEVEL & LAW,"Course Description: This course will cover professionalism, ethical theory, the code of ethics and enforcement; the environment; and contracts and risk. Antirequisite(s): The former Engineering Science 4498F/G. Extra Information: 3 lecture hours.",LEC,002,12414,L. Lockington-Wong,"RESTRICTED TO STUDENTS IN YR 4 ENGINEERING OR YR 3 BIOCHEMICAL ENGINEERING AND MEDICINE OR YR 3 MECHANICAL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED ENGINEERING AND MEDICINE OR YR 3 ELECTRICAL ENGINEERING AND MEDICINE OR YR 3 CIVIL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED.
REQUISITES: Prerequisite(s): Completion of third year of any Engineering program or registration in Year 3 Integrated Engineering.",0.50,Not Full,0,Main,In Person,M         7:00 PM - 10:00 PM ACEB-1420,ELI 4110G,ENG ETHICS SUST DEVEL & LAW,"[{'day': 'Monday', 'start': '7:00 PM', 'end': '10:00 PM'}]"
Engineering Leadership & Innov,ELI 4110G - ENG ETHICS SUST DEVEL & LAW,"Course Description: This course will cover professionalism, ethical theory, the code of ethics and enforcement; the environment; and contracts and risk. Antirequisite(s): The former Engineering Science 4498F/G. Extra Information: 3 lecture hours.",LEC,003,12415,L. Lockington-Wong,"RESTRICTED TO STUDENTS IN YR 4 ENGINEERING OR YR 3 BIOCHEMICAL ENGINEERING AND MEDICINE OR YR 3 MECHANICAL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED ENGINEERING AND MEDICINE OR YR 3 ELECTRICAL ENGINEERING AND MEDICINE OR YR 3 CIVIL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED.
REQUISITES: Prerequisite(s): Completion of third year of any Engineering program or registration in Year 3 Integrated Engineering.",0.50,Not Full,0,Main,In Person,M         7:00 PM - 10:00 PM ACEB-1420,ELI 4110G,ENG ETHICS SUST DEVEL & LAW,"[{'day': 'Monday', 'start': '7:00 PM', 'end': '10:00 PM'}]"
Engineering Leadership & Innov,ELI 4110G - ENG ETHICS SUST DEVEL & LAW,"Course Description: This course will cover professionalism, ethical theory, the code of ethics and enforcement; the environment; and contracts and risk. Antirequisite(s): The former Engineering Science 4498F/G. Extra Information: 3 lecture hours.",LEC,004,12416,L. Lockington-Wong,"RESTRICTED TO STUDENTS IN YR 4 ENGINEERING OR YR 3 BIOCHEMICAL ENGINEERING AND MEDICINE OR YR 3 MECHANICAL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED ENGINEERING AND MEDICINE OR YR 3 ELECTRICAL ENGINEERING AND MEDICINE OR YR 3 CIVIL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED.
REQUISITES: Prerequisite(s): Completion of third year of any Engineering program or registration in Year 3 Integrated Engineering.",0.50,Not Full,0,Main,In Person,M         7:00 PM - 10:00 PM ACEB-1420,ELI 4110G,ENG ETHICS SUST DEVEL & LAW,"[{'day': 'Monday', 'start': '7:00 PM', 'end': '10:00 PM'}]"
Engineering Leadership & Innov,ELI 4110G - ENG ETHICS SUST DEVEL & LAW,"Course Description: This course will cover professionalism, ethical theory, the code of ethics and enforcement; the environment; and contracts and risk. Antirequisite(s): The former Engineering Science 4498F/G. Extra Information: 3 lecture hours.",LEC,005,12417,"K. Mc Guire
L. Lockington-Wong","RESTRICTED TO STUDENTS IN YR 4 ENGINEERING OR YR 3 BIOCHEMICAL ENGINEERING AND MEDICINE OR YR 3 MECHANICAL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED ENGINEERING AND MEDICINE OR YR 3 ELECTRICAL ENGINEERING AND MEDICINE OR YR 3 CIVIL ENGINEERING AND MEDICINE OR YR 3 INTEGRATED.
REQUISITES: Prerequisite(s): Completion of third year of any Engineering program or registration in Year 3 Integrated Engineering.",0.50,Not Full,0,Main,In Person,M         7:00 PM - 10:00 PM ACEB-1420,ELI 4110G,ENG ETHICS SUST DEVEL & LAW,"[{'day': 'Monday', 'start': '7:00 PM', 'end': '10:00 PM'}]"
Engineering Leadership & Innov,ELI 4200B - ENTREPRENEURIAL ENVIRONMENT,"Course Description: This course enables students to understand the economic environments in which they will operate as managers and develop focused strategies for an organization to achieve success. Sustainability of initiatives will receive special attention. The course is delivered through the case method, developed by the Ivey Business School to challenge students to learn by doing within an active class environment. Antirequisite(s): Business Administration 3300K or the former Engineering Science 4481A/B. Extra Information: 3 lecture hours.",LEC,001,12408,,REQUISITES: Prerequisite(s): Completion of year 2 Engineering or enrollment in year 2 Software Engineering.,0.50,Not Full,0,Main,In Person,  Tu       7:00 PM - 10:00 PM ACEB-1420,ELI 4200B,ENTREPRENEURIAL ENVIRONMENT,"[{'day': 'Tuesday', 'start': '7:00 PM', 'end': '10:00 PM'}]"
Environmental Science,ENVIRSCI 1021F - ENVIRO SCIENCE &SUSTAINABILITY,"Course Description: An overview of the science underlying key environmental issues (e.g. climate change, loss of biodiversity and ecosystem function, air and water pollution, and resource use) and how each issue impacts environmental sustainability from the local to global scale. Extra Information: 3 lecture/tutorial hours.",LEC,001,5273,P. Mensink,"TH 3:30-4:30 TUTORIAL ATTENDENCE OPTIONAL.
REQUISITES: Prerequisite(s): Priority will be given to students in their first year at Western.",0.50,Full,0,Main,In Person,"    W     6:30 PM - 8:30 PM NS-145
      Th   3:30 PM - 4:30 PM NS-145",ENVIRSCI 1021F,ENVIRO SCIENCE &SUSTAINABILITY,"[{'day': 'Wednesday', 'start': '6:30 PM', 'end': '8:30 PM'}, {'day': 'Thursday', 'start': '3:30 PM', 'end': '4:30 PM'}]"
Environmental Science,ENVIRSCI 1021F - ENVIRO SCIENCE &SUSTAINABILITY,"Course Description: An overview of the science underlying key environmental issues (e.g. climate change, loss of biodiversity and ecosystem function, air and water pollution, and resource use) and how each issue impacts environmental sustainability from the local to global scale. Extra Information: 3 lecture/tutorial hours.",LEC,001,5273,P. Mensink,"TH 3:30-4:30 TUTORIAL ATTENDENCE OPTIONAL.
REQUISITES: Prerequisite(s): Priority will be given to students in their first year at Western.",0.50,Full,0,Main,In Person,"    W     6:30 PM - 8:30 PM NS-145
      Th   3:30 PM - 4:30 PM NS-145",ENVIRSCI 1021F,ENVIRO SCIENCE &SUSTAINABILITY,"[{'day': 'Wednesday', 'start': '6:30 PM', 'end': '8:30 PM'}, {'day': 'Thursday', 'start': '3:30 PM', 'end': '4:30 PM'}]"
Environmental Science,ENVIRSCI 1021G - ENVIRO SCIENCE &SUSTAINABILITY,"Course Description: An overview of the science underlying key environmental issues (e.g. climate change, loss of biodiversity and ecosystem function, air and water pollution, and resource use) and how each issue impacts environmental sustainability from the local to global scale. Extra Information: 3 lecture/tutorial hours.",LEC,001,4085,P. Mensink,"TH 3:30-4:30 PM TUTORIAL ATTENDENCE OPTIONAL.
REQUISITES: Prerequisite(s): Priority will be given to students in their first year at Western.",0.50,Not Full,0,Main,In Person,"    W     6:30 PM - 8:30 PM NS-145
      Th   3:30 PM - 4:30 PM NS-145",ENVIRSCI 1021G,ENVIRO SCIENCE &SUSTAINABILITY,"[{'day': 'Wednesday', 'start': '6:30 PM', 'end': '8:30 PM'}, {'day': 'Thursday', 'start': '3:30 PM', 'end': '4:30 PM'}]"
Environmental Science,ENVIRSCI 1021G - ENVIRO SCIENCE &SUSTAINABILITY,"Course Description: An overview of the science underlying key environmental issues (e.g. climate change, loss of biodiversity and ecosystem function, air and water pollution, and resource use) and how each issue impacts environmental sustainability from the local to global scale. Extra Information: 3 lecture/tutorial hours.",LEC,001,4085,P. Mensink,"TH 3:30-4:30 PM TUTORIAL ATTENDENCE OPTIONAL.
REQUISITES: Prerequisite(s): Priority will be given to students in their first year at Western.",0.50,Not Full,0,Main,In Person,"    W     6:30 PM - 8:30 PM NS-145
      Th   3:30 PM - 4:30 PM NS-145",ENVIRSCI 1021G,ENVIRO SCIENCE &SUSTAINABILITY,"[{'day': 'Wednesday', 'start': '6:30 PM', 'end': '8:30 PM'}, {'day': 'Thursday', 'start': '3:30 PM', 'end': '4:30 PM'}]"
Environmental Science,ENVIRSCI 3300F - NATURAL SCI OF ENVRNMNTL PROBS,Course Description: Topics will include: water pollution from toxic chemicals and biological sources; waste disposal and recycling of materials; other current pollution problems. Instruction and practice in library research and essay writing involving aspects of these topics. Extra Information: 3 lecture/tutorial hours.,LEC,001,4735,"S. Constas
A. Boyer","PRIORITY TO STUDENTS IN YRS 3 & 4 ENVIRONMENTAL SCIENCE MODULES, HSP IN ONE HEALTH (11 SPACES), MAJOR IN ONE HEALTH (4 SPACES), OR MAJOR IN ECOSYSTEM HEALTH.
REQUISITES: Pre-or Corequisite(s): Chemistry 2210A/B.",0.50,Full,0,Main,In Person,M   W   F 12:30 PM - 1:30 PM NS-7,ENVIRSCI 3300F,NATURAL SCI OF ENVRNMNTL PROBS,"[{'day': 'Monday', 'start': '12:30 PM', 'end': '1:30 PM'}, {'day': 'Wednesday', 'start': '12:30 PM', 'end': '1:30 PM'}, {'day': 'Friday', 'start': '12:30 PM', 'end': '1:30 PM'}]"
Environmental Science,ENVIRSCI 3350G - RESEARCH TECHNIQUES IN ENV SCI,"Course Description: A multi-module course where a case study approach will be used to acquaint students with the research tools of environmental science, and the analysis, interpretation and presentation of environmental data. Extra Information: 3 lecture/tutorial hours.",LEC,001,4736,M. Staniec,"PRIORITY TO STUDENTS IN YRS 3 & 4 ENVIRONMENTAL SCIENCE MODULES, HSP IN ONE HEALTH, OR MAJOR IN ECOSYSTEM HEALTH.
REQUISITES: Prerequisite(s): Environmental Science 3300F/G or special permission of the program coordinator.",0.50,Not Full,0,Main,In Person,    W     2:30 PM - 5:30 PM HSB-13,ENVIRSCI 3350G,RESEARCH TECHNIQUES IN ENV SCI,"[{'day': 'Wednesday', 'start': '2:30 PM', 'end': '5:30 PM'}]"
Environmental Science,ENVIRSCI 4970F - INDEPENDENT STUDY IN ENVIROSCI,Course Description: A research project course in a particular field under the direction of a faculty member who is a member of the Centre for Environment and Sustainability. Antirequisite(s): Environmental Science 4999E. Extra Information: 8 laboratory/tutorial hours.,LEC,001,4150,E. Webb,"RESTRICTED TO YR 4 MAJOR OR SPECIALIZATIONS IN ENVIRONMENTAL SCIENCE.
REQUISITES: Prerequisite(s): Enrolment in Year 4 of the Specialization or Major module in Environmental Science. Students must have arranged a project with a supervisor before completing registration.",0.50,Not Full,0,Main,In Person,          -,ENVIRSCI 4970F,INDEPENDENT STUDY IN ENVIROSCI,
Environmental Science,ENVIRSCI 4970G - INDEPENDENT STUDY IN ENVIROSCI,Course Description: A research project course in a particular field under the direction of a faculty member who is a member of the Centre for Environment and Sustainability. Antirequisite(s): Environmental Science 4999E. Extra Information: 8 laboratory/tutorial hours.,LEC,001,4382,E. Webb,"RESTRICTED TO YR 4 MAJOR OR SPECIALIZATIONS IN ENVIRONMENTAL SCIENCE.
REQUISITES: Prerequisite(s): Enrolment in Year 4 of the Specialization or Major module in Environmental Science. Students must have arranged a project with a supervisor before completing registration.",0.50,Not Full,0,Main,In Person,          -,ENVIRSCI 4970G,INDEPENDENT STUDY IN ENVIROSCI,
Environmental Science,ENVIRSCI 4999E - HON RESEARCH PROJECT,"Course Description: A major laboratory or field project that emphasizes experimental design, instrumentation, collection and analysis of data, and communication of experimental results by oral and written presentations. Antirequisite(s): Environmental Science 4970F/G, the former Environmental Science 4971F/G. Extra Information: Minimum 15 laboratory hours per week, and during the first term an additional 2 seminar hours per week.",LEC,001,5151,E. Webb,"RESTRICTED TO YR 4 HONS SPECIALIZATIONS IN ENVIRONMENTAL SCIENCE AND ENVIRONMENTAL GEOSCIENCE. HELD IN MC 105B
REQUISITES: Prerequisite(s): Fourth year registration in the Honours Specialization in the Environmental Science module. Students must have arranged a project with a supervisor before completing registration. In the late winter, a list of potential projects for the following academic year will be available from the Undergraduate Chair of Environmental Science.",1.50,Not Full,0,Main,In Person,    W     9:30 AM - 10:30 AM,ENVIRSCI 4999E,HON RESEARCH PROJECT,"[{'day': 'Wednesday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
Epidemiology,EPID 2200B - INTRODUCTION TO EPIDEMIOLOGY,"Course Description: The calculation and interpretation of basic epidemiologic measures, the strengths and weaknesses of various study designs, and the critical appraisal of published medical and epidemiologic studies. Extra Information: 2 lecture hours, 1 tutorial hour.",LEC,001,5842,N. Klar,"PRIORITY INFORMATION IS ON BMSc WEBSITE: http://www.schulich.uwo.ca/bmsc/academic_resources/courses/access_to_courses.html. WAIT LIST OPTION AVAILABLE.
REQUISITES: Pre-or Corequisite(s): One of the following: Biology 2244A/B, Psychology 2810, Statistical Sciences 2035, Statistical Sciences 2141A/B, Statistical Sciences 2143A/B, Statistical Sciences 2244A/B, Statistical Sciences 2858A/B.",0.50,Not Full,6,Main,In Person,  Tu       11:30 AM - 1:30 PM NCB-113,EPID 2200B,INTRODUCTION TO EPIDEMIOLOGY,"[{'day': 'Tuesday', 'start': '11:30 AM', 'end': '1:30 PM'}]"
Epidemiology,EPID 3200A - EPIDEMIOLOGY II,"Course Description: An examination of the major research issues in epidemiology studies focusing on principal sources of bias (sampling, measurement, and confounding) and other technical issues (e.g. effect-measure modification) in estimates of exposure-outcome associations. Understanding general and design-specific issues is accomplished through critical appraisal of published papers in selected topic areas. Extra Information: 2 lecture hours and 1 laboratory hour.",LEC,001,3210,I. Karp,"PRIORITY INFORMATION IS ON BMSc WEBSITE: http://www.schulich.uwo.ca/bmsc/academic_resources/courses/access_to_courses.html. WAIT LIST OPTION AVAILABLE.
REQUISITES: Prerequisite(s): One of Biology 2244A/B or Statistical Sciences 2244A/B with a mark of at least 75%; Epidemiology 2200A/B, or the former Epidemiology and the former Biostatistics 2200A/B, with a mark of at least 75%. Pre-or Corequisite(s): Biostatistics 3100A.",0.50,Not Full,0,Main,In Person,    W     8:30 AM - 10:30 AM NCB-117,EPID 3200A,EPIDEMIOLOGY II,"[{'day': 'Wednesday', 'start': '8:30 AM', 'end': '10:30 AM'}]"
Epidemiology,EPID 3210B - INTERMEDIATE EPIDEMIOLOGY,Course Description: This course will teach the fundamentals of observational study designs (case-control and cohort). The course will be problem-based and taught using published studies as examples. Course assignments and projects will include development and critique of protocols. Extra Information: 3 lecture hours.,LEC,001,5953,I. Karp,"WAIT LIST OPTION AVAILABLE.
REQUISITES: Prerequisite(s): Biostatistics 3100A and Epidemiology 3200A, with a minimum mark of 70% in each.",0.50,Not Full,0,Main,In Person,"    W     8:30 AM - 10:30 AM MSB-190
        F 9:30 AM - 10:30 AM MSB-190",EPID 3210B,INTERMEDIATE EPIDEMIOLOGY,"[{'day': 'Wednesday', 'start': '8:30 AM', 'end': '10:30 AM'}, {'day': 'Friday', 'start': '9:30 AM', 'end': '10:30 AM'}]"
